year	country	country_code	population	gdp	coal	gas	hydro	nuclear	oil	other_renewables	solar	wind	co2	coal_production	oil_production	gas_production
1965	OECD	BP_OECD	844353927	1554534357949.87	886.483	447.91	160.088	5.414	1140.253	1.136	0.0	0.0	7854.409	0	515.604	0
1966	OECD	BP_OECD	854361513	1706754273852.4	883.321	484.535	170.584	7.354	1226.979	1.395	0.0	0.0	8176.146	0	547.129	0
1967	OECD	BP_OECD	863967355	1831466359820.55	866.567	514.516	175.333	9.077	1316.146	1.454	0.0	0.0	8444.433	0	584.247	0
1968	OECD	BP_OECD	872669960	1985384860201.88	886.335	561.685	179.268	11.172	1434.425	1.639	0.0	0.0	8977.642	0	610.113	0
1969	OECD	BP_OECD	883173471	2179030724492.04	897.626	618.267	188.403	13.357	1563.928	1.791	0.0	0.0	9521.274	0	625.278	0
1970	OECD	BP_OECD	892733697	2388156608229.43	884.419	670.533	192.866	16.442	1695.601	2.214	0.0	0.0	9971.614	0	662.316	677.59
1971	OECD	BP_OECD	903002414	2643865190814.87	839.205	711.314	199.808	23.432	1775.763	2.247	0.0	0.0	10121.954	0	665.524	716.733
1972	OECD	BP_OECD	913505420	3067053147427.64	833.703	747.697	207.931	31.648	1906.233	2.455	0.0	0.0	10560.36	0	681.661	744.562
1973	OECD	BP_OECD	923142033	3704385120326.63	868.263	766.482	208.131	42.079	2047.297	2.736	0.0	0.0	11139.701	0	686.839	764.941
1974	OECD	BP_OECD	933818685	4152908194555.31	860.685	770.311	227.45	53.767	1961.652	3.143	0.0	0.0	10859.793	0	664.227	755.291
1975	OECD	BP_OECD	943957904	4653400310630.95	845.348	739.237	228.948	74.246	1903.094	3.483	0.0	0.0	10548.308	0	647.037	722.146
1976	OECD	BP_OECD	952571649	5043225296517.24	892.357	766.001	220.588	87.051	2029.123	3.744	0.0	0.0	11164.751	0	648.515	728.647
1977	OECD	BP_OECD	961353767	5686014436187.95	904.184	769.577	219.385	107.392	2077.487	3.974	0.0	0.0	11366.923	0	690.376	740.598
1978	OECD	BP_OECD	970122822	6825902310471.76	897.69	787.419	235.801	125.124	2099.819	3.992	0.0	0.001	11325.939	0	742.492	744.897
1979	OECD	BP_OECD	979018851	7885902291293.35	953.411	825.56	243.089	127.268	2109.631	4.51	0.0	0.001	11638.477	0	786.629	777.045
1980	OECD	BP_OECD	987796417	8752758636057.62	986.586	817.609	241.823	139.889	1965.891	4.995	0.0	0.002	11361.157	0	820.194	770.496
1981	OECD	BP_OECD	996462236	8910064476686.4	997.608	802.538	243.031	163.676	1846.653	5.278	0.0	0.002	10995.777	1000.876	839.954	761.153
1982	OECD	BP_OECD	1004708289	8775792839114.91	984.62	767.296	258.594	177.807	1748.141	7.005	0.0	0.004	10594.717	1028.926	881.137	716.309
1983	OECD	BP_OECD	1012594441	9066296124936.71	1004.463	748.806	271.423	198.25	1719.284	7.641	0.001	0.007	10515.071	988.692	903.691	673.882
1984	OECD	BP_OECD	1020145802	9482043540282.8	1047.719	804.342	270.619	236.288	1764.805	8.578	0.001	0.01	10897.43	1024.839	945.605	718.338
1985	OECD	BP_OECD	1027773526	10001734561261.8	1090.227	802.894	269.536	282.587	1746.237	9.158	0.003	0.015	11008.798	1072.045	958.626	704.48
1986	OECD	BP_OECD	1035716267	12119648651588.1	1076.276	775.941	266.709	310.507	1804.204	10.591	0.003	0.031	11051.018	1087.989	935.1	682.406
1987	OECD	BP_OECD	1043623328	14026663643362	1105.197	819.62	268.09	334.391	1829.737	11.309	0.002	0.044	11301.468	1098.418	937.272	710.14
1988	OECD	BP_OECD	1051672207	15823071846690.1	1128.658	846.177	269.34	360.712	1898.874	11.877	0.002	0.075	11642.238	1109.194	930.799	725.023
1989	OECD	BP_OECD	1060218649	16578752216784	1136.749	892.523	262.731	374.613	1922.391	21.301	0.059	0.6	11865.669	1117.322	891.942	742.954
1990	OECD	BP_OECD	1069318773	18684161901083.3	1111.155	905.311	271.399	388.634	1941.347	23.743	0.087	0.814	11815.846	1112.688	893.693	761.54
1991	OECD	BP_OECD	1079009539	19761794899729.8	1087.864	938.198	275.089	409.955	1943.901	25.039	0.114	0.897	11807.697	1066.678	919.063	781.088
1992	OECD	BP_OECD	1088836884	21245215806049.7	1059.888	960.868	273.623	415.062	1995.993	26.848	0.105	1.021	11850.117	1049.283	928.502	798.729
1993	OECD	BP_OECD	1098221465	21554611444201.5	1054.652	995.547	289.928	431.461	2002.209	28.109	0.125	1.218	11933.266	989.054	928.259	827.544
1994	OECD	BP_OECD	1107141301	23067530426842.4	1054.498	1019.331	279.665	444.42	2059.959	29.074	0.135	1.479	12119.433	1019.263	968.486	864.395
1995	OECD	BP_OECD	1115915085	25410156364273.2	1061.247	1073.21	298.679	463.157	2081.289	29.681	0.143	1.614	12275.231	1026.538	975.898	874.2
1996	OECD	BP_OECD	1124503844	25634219082205.5	1094.786	1130.269	306.459	475.434	2140.374	30.832	0.156	1.845	12708.058	1041.23	1007.959	918.97
1997	OECD	BP_OECD	1133073192	25240551855356.5	1105.915	1142.499	311.959	470.899	2169.345	32.835	0.167	2.418	12841.731	1066.38	1020.826	922.663
1998	OECD	BP_OECD	1141324119	25491908727949.5	1100.121	1147.618	306.529	481.746	2180.16	34.66	0.183	3.247	12849.604	1056.805	1012.758	935.017
1999	OECD	BP_OECD	1149554142	26791021889408.6	1086.544	1177.041	308.417	499.637	2216.741	36.885	0.202	4.318	12941.11	1035.336	989.969	938.102
2000	OECD	BP_OECD	1157565256	27358665925257.4	1133.302	1224.543	309.347	507.385	2221.792	39.88	0.241	6.512	13254.06	1011.898	1005.61	959.051
