year	country	country_code	population	gdp	coal	gas	hydro	nuclear	oil	other_renewables	solar	wind	co2	coal_production	oil_production	gas_production
1965	Total South and Central America	BP_TSCA	253207516	119708163973.629	5.852	12.795	9.03	0.0	81.165	0.0	0.0	0.0	296.697	0	226.275	0
1966	Total South and Central America	BP_TSCA	259977649	131281715797.752	6.076	13.677	10.057	0.003	85.927	0.0	0.0	0.0	314.025	0	223.888	0
1967	Total South and Central America	BP_TSCA	266789377	134502042728.442	6.329	14.731	10.645	0.009	88.709	0.0	0.0	0.0	325.667	0	238.285	0
1968	Total South and Central America	BP_TSCA	273668335	144875636026.512	5.934	15.501	11.315	0.004	94.946	0.0	0.0	0.0	344.56	0	244.655	0
1969	Total South and Central America	BP_TSCA	280655196	162282559735.811	6.545	15.955	12.224	0.012	99.447	0.0	0.0	0.0	360.537	0	245.143	0
1970	Total South and Central America	BP_TSCA	287777670	176420381734.315	7.123	16.312	14.931	0.01	103.398	0.129	0.0	0.0	373.905	0	251.759	16.285
1971	Total South and Central America	BP_TSCA	295040887	197317397918.477	6.569	16.333	16.468	0.01	116.975	0.487	0.0	0.0	413.348	0	245.884	16.362
1972	Total South and Central America	BP_TSCA	302423402	221690789770.672	6.488	17.454	18.688	0.017	125.846	0.485	0.0	0.0	440.564	0	234.293	17.446
1973	Total South and Central America	BP_TSCA	309916395	290170020317.422	6.741	19.591	20.951	0.01	137.4	0.515	0.0	0.0	480.177	0	249.333	19.559
1974	Total South and Central America	BP_TSCA	317493904	376705743536.746	7.378	20.123	24.057	0.238	141.182	0.54	0.0	0.0	494.53	0	227.065	20.192
1975	Total South and Central America	BP_TSCA	325135373	395478012017.827	7.844	20.709	26.086	0.524	140.28	0.651	0.0	0.0	494.618	0	191.75	20.594
1976	Total South and Central America	BP_TSCA	332833841	439712110380.507	7.905	23.624	29.124	0.535	147.2	0.761	0.0	0.0	520.762	0	190.347	23.513
1977	Total South and Central America	BP_TSCA	340586840	484014821338.292	8.854	25.38	32.347	0.366	153.336	0.834	0.0	0.0	545.144	0	188.737	25.253
1978	Total South and Central America	BP_TSCA	348410552	548804319238.092	9.652	26.163	35.731	0.648	161.014	0.924	0.0	0.0	566.317	0	189.09	26.15
1979	Total South and Central America	BP_TSCA	356308970	652814408049.714	10.028	28.66	40.543	0.602	169.055	0.993	0.0	0.0	595.256	0	202.472	28.737
1980	Total South and Central America	BP_TSCA	364291402	774160689102.957	10.731	30.782	45.408	0.523	175.149	0.998	0.0	0.0	616.706	0	194.733	31.101
1981	Total South and Central America	BP_TSCA	372354752	891377666502.674	10.568	31.705	46.081	0.63	172.937	1.105	0.0	0.0	612.525	6.807	192.942	31.798
1982	Total South and Central America	BP_TSCA	380491013	834511369287.98	10.605	34.647	49.71	0.421	168.155	1.251	0.0	0.0	599.012	7.32	184.794	34.679
