year	country	country_code	population	gdp	coal	gas	hydro	nuclear	oil	other_renewables	solar	wind	co2	coal_production	oil_production	gas_production
1965	Poland	PL	31444950	NA	59.481	1.473	0.208	0.0	5.409	0.011	0.0	0.0	252.96	0	0	0
1966	Poland	PL	31681000	NA	60.278	1.751	0.211	0.0	5.62	0.017	0.0	0.0	257.244	0	0	0
1967	Poland	PL	31987155	NA	61.369	2.14	0.224	0.0	6.089	0.019	0.0	0.0	263.502	0	0	0
1968	Poland	PL	32294655	NA	64.322	2.94	0.239	0.0	7.62	0.02	0.0	0.0	281.554	0	0	0
1969	Poland	PL	32548300	NA	67.577	4.076	0.205	0.0	8.387	0.038	0.0	0.0	299.019	0	0	0
1970	Poland	PL	32664300	NA	70.18	5.199	0.426	0.0	8.864	0.029	0.0	0.0	312.789	0	0	4.402
1971	Poland	PL	32783500	NA	71.837	5.717	0.434	0.0	9.423	0.038	0.0	0.0	321.879	0	0	4.539
1972	Poland	PL	33055650	NA	75.147	6.016	0.437	0.0	10.578	0.062	0.0	0.0	339.422	0	0	4.801
1973	Poland	PL	33357200	NA	75.456	6.257	0.418	0.0	11.742	0.067	0.0	0.0	342.827	0	0	4.871
1974	Poland	PL	33678899	NA	77.583	6.431	0.555	0.0	12.39	0.074	0.0	0.0	352.401	0	0	4.715
1975	Poland	PL	34015199	NA	83.701	6.887	0.537	0.0	13.491	0.076	0.0	0.0	380.366	0	0	4.853
1976	Poland	PL	34356300	NA	87.516	7.348	0.474	0.0	14.902	0.069	0.0	0.0	400.927	0	0	5.282
1977	Poland	PL	34689050	NA	90.62	7.797	0.542	0.0	15.941	0.091	0.0	0.0	417.765	0	0	5.56
1978	Poland	PL	34965600	NA	94.839	8.208	0.539	0.0	17.058	0.086	0.0	0.0	437.908	0	0	5.962
1979	Poland	PL	35247217	NA	95.983	8.561	0.555	0.0	17.39	0.08	0.0	0.0	444.204	0	0	5.349
1980	Poland	PL	35574150	NA	101.644	8.772	0.742	0.0	17.126	0.093	0.0	0.0	466.097	0	0	4.543
1981	Poland	PL	35898587	NA	90.63	8.274	0.682	0.0	16.052	0.088	0.0	0.0	419.545	102.994	0	4.038
1982	Poland	PL	36230481	NA	93.815	8.271	0.589	0.0	15.165	0.09	0.0	0.0	428.795	120.181	0	3.721
1983	Poland	PL	36571808	NA	93.588	8.46	0.753	0.0	15.663	0.107	0.0	0.0	429.855	122.399	0	3.638
1984	Poland	PL	36904134	NA	97.586	8.801	0.758	0.0	16.076	0.112	0.0	0.0	447.528	122.621	0	3.996
1985	Poland	PL	37201885	NA	99.855	8.926	0.882	0.0	16.351	0.121	0.0	0.0	457.887	123.5	0	4.133
1986	Poland	PL	37456119	NA	102.408	9.46	0.861	0.0	16.879	0.119	0.0	0.0	469.616	125.579	0	3.752
1987	Poland	PL	37668045	NA	106.1	9.766	0.918	0.0	17.08	0.073	0.0	0.0	486.049	126.948	0	3.769
1988	Poland	PL	37824487	NA	103.179	9.698	0.95	0.0	17.504	0.047	0.0	0.0	475.153	126.93	0	3.741
1989	Poland	PL	37961529	NA	98.591	9.52	0.85	0.0	17.345	0.053	0.0	0.0	457.003	117.159	0	3.464
1990	Poland	PL	38110782	65977749038.438	78.441	8.938	0.75	0.0	15.843	0.034	0.0	0.0	374.046	99.957	0	2.378
1991	Poland	PL	38246193	85500935934.9901	77.692	8.334	0.771	0.0	14.93	0.057	0.0	0.0	368.752	95.735	0	2.658
1992	Poland	PL	38363667	94337050693.2727	75.111	7.762	0.808	0.0	13.597	0.055	0.0	0.0	353.403	93.17	0	2.56
1993	Poland	PL	38461408	96045645026.178	74.246	8.154	0.8	0.0	14.039	0.048	0.0	0.0	352.221	90.111	0	3.271
1994	Poland	PL	38542652	110803391516.698	69.148	8.216	0.853	0.0	14.808	0.046	0.0	0.0	334.293	90.044	0	3.099
1995	Poland	PL	38594998	142137319587.629	70.324	8.995	0.871	0.0	14.935	0.048	0.0	0.0	340.809	92.211	0	3.169
1996	Poland	PL	38624370	159942880456.956	71.982	9.445	0.884	0.0	17.47	0.053	0.0	0.0	354.33	91.405	0	3.14
1997	Poland	PL	38649660	159117799530.388	70.246	9.417	0.863	0.0	18.186	0.079	0.0	0.0	349.689	93.006	0	3.204
1998	Poland	PL	38663481	174388271853.6	63.295	9.514	0.979	0.0	20.806	0.079	0.0	0.001	330.088	80.349	0	3.249
1999	Poland	PL	38660271	169717677900.734	60.725	9.263	0.968	0.0	21.762	0.067	0.0	0.001	323.297	77.74	0	3.102
2000	Poland	PL	38258629	171885598582.637	56.244	9.96	0.931	0.0	19.961	0.073	0.0	0.001	299.375	71.895	0	3.313
2001	Poland	PL	38248076	190521263343.023	55.581	10.377	0.955	0.0	19.484	0.104	0.0	0.003	297.688	72.056	0	3.492
2002	Poland	PL	38230364	198680637254.902	54.529	10.113	0.883	0.0	19.857	0.11	0.0	0.014	294.222	71.772	0	3.569
2003	Poland	PL	38204570	217518642324.505	56.139	11.261	0.745	0.0	20.208	0.131	0.0	0.028	303.374	71.429	0	3.611
2004	Poland	PL	38182222	255102252843.395	54.489	11.881	0.471	0.0	21.554	0.225	0.0	0.032	301.703	69.32	0	3.926
2005	Poland	PL	38165445	306134635593.744	55.118	12.235	0.498	0.0	22.391	0.372	0.0	0.031	306.987	69.37	0	3.884
2006	Poland	PL	38141267	344826430298.147	57.402	12.373	0.462	0.0	23.336	0.509	0.0	0.058	317.386	68.048	0	3.88
2007	Poland	PL	38120560	429249647594.607	55.948	12.377	0.532	0.0	24.173	0.696	0.0	0.118	314.182	62.49	0	3.897
2008	Poland	PL	38125759	533815789473.684	55.218	13.451	0.487	0.0	25.286	1.008	0.0	0.189	316.448	60.91	0	3.69
2009	Poland	PL	38151603	439796160379.475	51.838	12.979	0.537	0.0	25.258	1.426	0.0	0.244	302.26	56.428	0	3.68
2010	Poland	PL	38042794	479321128909.23	55.075	13.958	0.661	0.0	26.706	1.803	0.0	0.377	320.364	55.39	0	3.693
2011	Poland	PL	38063255	528828473066.019	54.963	14.147	0.528	0.0	26.617	2.445	0.0	0.725	320.086	55.719	0	3.85
2012	Poland	PL	38063164	500344281382.345	51.229	14.978	0.461	0.0	25.691	3.358	0.0	1.074	304.533	57.82	0	3.907
2013	Poland	PL	38040196	524214789307.993	53.381	14.97	0.552	0.0	23.809	3.31	0.0	1.359	307.386	57.16	0	3.823
2014	Poland	PL	38011735	545158979236.012	49.445	14.629	0.494	0.0	23.875	3.996	0.002	1.737	290.402	54.033	0	3.726
2015	Poland	PL	37986412	477066454436.928	48.671	14.702	0.415	0.0	24.942	4.718	0.013	2.457	290.125	52.973	0	3.683
2016	Poland	PL	37986412	NA	48.807	15.582	0.484	0.0	27.202	4.645	0.028	2.848	298.977	52.308	0	3.553
